Company Name,Job Title,Job URL,Location,Employment Type,Seniority,Category,Skills Matched,Applications,Posting Date,Salary Range,Salary Type,Logo URL,Job ID,Employment Type (Detailed),Seniority (Detailed),Experience,Categories (Detailed),Salary Range (Detailed),Salary Type (Detailed),Applications (Detailed),Posting Date (Detailed),Closing Date
SHIFT TECHNOLOGY PTE. LTD.,DATA SCIENTIST (Recent Graduate),https://www.mycareersfuture.gov.sg/job/engineering/data-scientist-shift-technology-8d0050ad5cb511e39e7e1f6fa2e6b3f1?source=MCF&event=Search,Central,Permanent,Fresh/Entry Level,Engineering ...,0% skills matched,35 applications,Posted 2 days ago,"$6,500to$7,917",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/5abd21362916cedb1fb09385fe24b1ac/shift-technology.jpg,MCF-2024-1509998,Permanent,Fresh/entry level,1 year exp,"Engineering, Information Technology","$6,500to$7,917 | $5,000to$9,000 | $4,300to$6,400 | $3,000to$7,000",Monthly | Monthly | Monthly | Monthly,35 applications,Posted 11 Oct 2024,Closing on 25 Oct 2024
DATABRICKS ASIAPAC UNIFIED ANALYTICS PTE. LTD.,"Customer Enablement Architect, APJ",https://www.mycareersfuture.gov.sg/job/information-technology/customer-enablement-architect-apj-databricks-asiapac-unified-analytics-7b665c9932da7bdc2941f40cce086c7e?source=MCF&event=Search,Central,Permanent ...,Professional,Information Technology,0% skills matched,2 applications,Posted 2 days ago,"$7,975to$14,117",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1509317,"Permanent, Full Time",Professional,5 years exp,Information Technology,"$7,975to$14,117 | $12,000to$14,500 | $18,000to$21,000 | $7,000to$9,100",Monthly | Monthly | Monthly | Monthly,2 applications,Posted 11 Oct 2024,Closing on 25 Oct 2024
UMILIFE (SINGAPORE) PTE. LTD.,Data Engineer,https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-umilife-ac725fdc083b700c1b35c8a902248efd?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,4 applications,Posted 2 days ago,"$5,000to$10,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/c17f2203f23b768e446ca04da3251289/umilife.png,MCF-2024-1509289,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$5,000to$10,000 | $5,000to$7,000 | $4,000to$8,000 | $3,500to$6,500",Monthly | Monthly | Monthly | Monthly,4 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
UMILIFE (SINGAPORE) PTE. LTD.,AIGC / Gen AI Engineer,https://www.mycareersfuture.gov.sg/job/engineering/aigc-gen-ai-engineer-umilife-1240940e0b2cd4a3fbe06e9abf0630e4?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,3 applications,Posted 2 days ago,"$4,000to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/c17f2203f23b768e446ca04da3251289/umilife.png,MCF-2024-1509279,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$4,000to$8,000 | $10,000to$20,000 | $5,000to$7,000 | $10,000to$14,000",Monthly | Monthly | Monthly | Monthly,3 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
BRIGHTOIL PETROLEUM (S'PORE) PTE. LTD.,Data Engineer,https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-brightoil-petroleum-451946d9555022d64e08b9e313cd5910?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,7 applications,Posted 2 days ago,"$4,000to$8,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1509205,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$4,000to$8,000 | $5,000to$6,000 | $4,500to$8,000 | $7,000to$9,000",Monthly | Monthly | Monthly | Monthly,7 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
BRIGHTOIL PETROLEUM (S'PORE) PTE. LTD.,AIGC / Gen AI Architect,https://www.mycareersfuture.gov.sg/job/engineering/aigc-gen-ai-architect-brightoil-petroleum-470df52666ba45aaa219c1d871fa8d2e?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,3 applications,Posted 2 days ago,"$4,000to$8,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1509193,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$4,000to$8,000 | $4,000to$8,000 | $4,000to$8,000 | $5,000to$10,000",Monthly | Monthly | Monthly | Monthly,3 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
MARINE ONLINE (SINGAPORE) PTE. LTD.,AIGC / Gen AI Architect,https://www.mycareersfuture.gov.sg/job/engineering/aigc-gen-ai-architect-marine-online-c99bd4cb4f7089bb9e1e3ae12187116e?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,2 applications,Posted 2 days ago,"$5,000to$10,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/9fc90457adb8a02048d9db81cad56f3a/marine-online.png,MCF-2024-1509131,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$5,000to$10,000 | $4,000to$8,000 | $4,000to$8,000 | $5,000to$10,000",Monthly | Monthly | Monthly | Monthly,2 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
MARINE ONLINE (SINGAPORE) PTE. LTD.,Data Engineer,https://www.mycareersfuture.gov.sg/job/engineering/data-engineer-marine-online-59db3a852f9a22afea926d33561a7940?source=MCF&event=Search,Central,Permanent ...,Professional,Engineering ...,0% skills matched,2 applications,Posted 2 days ago,"$5,000to$10,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/9fc90457adb8a02048d9db81cad56f3a/marine-online.png,MCF-2024-1509118,"Permanent, Full Time",Professional,2 years exp,"Engineering, Information Technology","$5,000to$10,000 | $8,000to$12,000 | $4,000to$6,500 | $8,000to$16,000",Monthly | Monthly | Monthly | Monthly,2 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
EPS COMPUTER SYSTEMS PTE LTD,Functional Business Analyst,https://www.mycareersfuture.gov.sg/job/information-technology/functional-business-analyst-eps-computer-systems-9edd6ad529bdbbfb7d0368964fd0560b?source=MCF&event=Search,Islandwide,Contract,Junior Executive,Information Technology,0% skills matched,3 applications,Posted 2 days ago,"$4,500to$5,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/5e1f6dff653c502f0f550c5ccf9f5ea2/eps-computer-systems.JPG,MCF-2024-1508757,Contract,Junior Executive,3 years exp,Information Technology,"$4,500to$5,500 | $6,000to$8,000 | $3,000to$6,000 | $5,000to$9,000",Monthly | Monthly | Monthly | Monthly,3 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.,Senior Business Analyst,https://www.mycareersfuture.gov.sg/job/engineering/senior-business-analyst-micron-semiconductor-asia-operations-36afc4776f35ac50ace62b95a4f1b1be?source=MCF&event=Search,Central,Full Time,Fresh/Entry Level,Engineering,0% skills matched,7 applications,Posted 2 days ago,"$5,000to$9,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/f21b6fec3da4070de02cc3266d1b8b1a/micron-semiconductor-asia-operations.png,MCF-2024-1508737,Full Time,Fresh/entry level,4 years exp,Engineering,"$5,000to$9,000 | $4,500to$6,500 | $5,500to$9,500 | $9,700to$14,000",Monthly | Monthly | Monthly | Monthly,7 applications,Posted 11 Oct 2024,Closing on 25 Oct 2024
TALENTSIS PTE. LTD.,Senior / Junior AI / ML Engineer (Permanent Roles),https://www.mycareersfuture.gov.sg/job/information-technology/senior-junior-ai-ml-engineer-talentsis-378aecdb3da692d15895547de32da257?source=MCF&event=Search,Islandwide,Permanent ...,Executive,Information Technology,0% skills matched,7 applications,Posted 2 days ago,"$5,500to$6,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png,MCF-2024-1508567,"Permanent, Full Time",Executive,2 years exp,Information Technology,"$5,500to$6,500 | $5,000to$5,500 | $6,500to$7,917 | $5,500to$6,500",Monthly | Monthly | Monthly | Monthly,7 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
EVOLUTION RECRUITMENT SOLUTIONS PTE. LTD.,System Architect,https://www.mycareersfuture.gov.sg/job/information-technology/system-architect-evolution-recruitment-solutions-ffe646868ccfe3f42f2e86331aebe35e?source=MCF&event=Search,Islandwide,Full Time,Senior Executive,Information Technology,0% skills matched,2 applications,Posted 2 days ago,"$9,000to$13,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/b0901267bca1de47a651a3f82b0ff7ed/evolution-recruitment-solutions.jpg,MCF-2024-1508161,Full Time,Senior Executive,6 years exp,Information Technology,"$9,000to$13,500 | $4,000to$5,500 | $4,000to$6,000 | $6,000to$8,000",Monthly | Monthly | Monthly | Monthly,2 applications,Posted 11 Oct 2024,Closing on 10 Nov 2024
A*STAR RESEARCH ENTITIES,"Scientist / Senior Scientist, ARTC",https://www.mycareersfuture.gov.sg/job/admin/scientist-senior-scientist-artc-astar-research-entities-9c2e9aa12efe7c5d240386afaec2afaf?source=MCF&event=Search,West,Contract ...,Professional,Admin / Secretarial,0% skills matched,0 application,Posted 2 days ago,"$4,750to$9,500",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC",MCF-2024-1507907,"Contract, Full Time",Professional,5 years exp,Admin / Secretarial,"$4,750to$9,500 | $5,900to$11,800 | $5,900to$11,800 | $10,000to$12,000",Monthly | Monthly | Monthly | Monthly,0 application,Posted 11 Oct 2024,Closing on 10 Nov 2024
