Company Name,Job Title,Job URL,Location,Employment Type,Seniority,Category,Skills Matched,Applications,Posting Date,Salary Range,Salary Type,Logo URL
A*STAR RESEARCH ENTITIES,"Senior Principal Scientist (AI in Drug Discovery Program), BII",https://www.mycareersfuture.gov.sg/job/sciences/senior-principal-scientist-bii-astar-research-entities-a996bd974dbc4a188b4e9da1a9340581?source=MCF&event=Search,South,Contract ...,Professional,Sciences / Laboratory / R&D,0% skills matched,1 application,Posted 17 days ago,"$9,800to$19,600",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC"
LOUIS DREYFUS COMPANY FREIGHT ASIA PTE. LTD.,"Data Scientist Lead, Vessel Tracking (Geolocation / Time Series)",https://www.mycareersfuture.gov.sg/job/others/data-scientist-lead-vessel-tracking-louis-dreyfus-company-freight-asia-c08026e3b12acff5073153ef4586ce71?source=MCF&event=Search,Central,Permanent,Professional,Others,0% skills matched,39 applications,Posted 17 days ago,"$7,000to$12,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/121c588b1c41b4a80141b4266414d42b/louis-dreyfus-company-freight-asia.JPG
TALENTSIS PTE. LTD.,Software Project Manager (React / Angular),https://www.mycareersfuture.gov.sg/job/information-technology/software-project-manager-talentsis-e2d3bd8e2d42202a275e32c82d6f0474?source=MCF&event=Search,Islandwide,Permanent ...,Manager,Information Technology,0% skills matched,13 applications,Posted 17 days ago,"$7,000to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png
TALENTSIS PTE. LTD.,Project Manager (Perm),https://www.mycareersfuture.gov.sg/job/information-technology/project-manager-talentsis-a9957564c9b6d5e00ca26f41882fc4b8?source=MCF&event=Search,Islandwide,Permanent ...,Senior Executive,Information Technology,0% skills matched,11 applications,Posted 17 days ago,"$6,000to$7,800",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png
TALENTSIS PTE. LTD.,AI / ML Engineer (Junior / Senior),https://www.mycareersfuture.gov.sg/job/information-technology/ai-ml-engineer-talentsis-cd583418441f52ed2fcc42cc83560bcc?source=MCF&event=Search,Islandwide,Permanent ...,Middle Management,Information Technology,0% skills matched,8 applications,Posted 18 days ago,"$5,000to$5,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png
TALENTSIS PTE. LTD.,Senior IT Project Manager (Software),https://www.mycareersfuture.gov.sg/job/information-technology/senior-project-manager-talentsis-3e1fc6f3d165f1610cdb060e7a1f7a8e?source=MCF&event=Search,Islandwide,Permanent ...,Senior Management,Information Technology,0% skills matched,22 applications,Posted 18 days ago,"$7,500to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/8f102815b85be9e9a8f4e27124b80a3a/talentsis.png
RECRUIT EXPRESS PTE LTD,"[ No Need Experience , Training Provided ] Medical Technologist ( Bioinformatics ) [ Degree / Minor in Computational Biology - Public Sector ] UP $5K #HYT",https://www.mycareersfuture.gov.sg/job/healthcare/need-experience-training-provided-medical-technologist-degree-minor-computational-biology-public-sector-5k-hyt-recruit-express-ad19a98e84d803eb50bac429cc15e714?source=MCF&event=Search,Central,Permanent ...,Fresh/Entry Level,Healthcare / Pharmaceutical ...,0% skills matched,32 applications,Posted 18 days ago,"$3,700to$5,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
CLOUDERA SINGAPORE PTE. LTD.,Solutions Engineer,https://www.mycareersfuture.gov.sg/job/information-technology/solutions-engineer-cloudera-singapore-bb29ecd50c2e1a2f79a1dd7735d1b999?source=MCF&event=Search,Central,Permanent,Executive,Information Technology,0% skills matched,35 applications,Posted 18 days ago,"$12,000to$20,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/86e5020e7ee10e0dc6a8982b927312e8/cloudera-singapore.png
RECRUIT EXPRESS PTE LTD,*Urgent- NEW* Contract Compliance Executive (Banking Sector) - Central ($3000-$4000) #NJE,https://www.mycareersfuture.gov.sg/job/banking-finance/urgent-new-contract-compliance-executive-central-nje-recruit-express-323d4579506ff2b26e14091d126ce56e?source=MCF&event=Search,Central,Contract ...,Executive,Banking And Finance,0% skills matched,7 applications,Posted 18 days ago,"$3,000to$4,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
PERSOLKELLY SINGAPORE PTE. LTD.,Survey Design Specialist,https://www.mycareersfuture.gov.sg/job/design/survey-design-specialist-persolkelly-singapore-43a64cf9c74f68cd63be5c966f0db738?source=MCF&event=Search,Central,Contract,Junior Executive,Design ...,0% skills matched,3 applications,Posted 18 days ago,"$3,000to$3,800",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/4a663fed1ca6badeafbd191395681e47/persolkelly-singapore.jpg
THALES SOLUTIONS ASIA PTE. LTD.,Data Engineer,https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-thales-solutions-asia-3b20e77ba39ac4ab9749b92ea0d45444?source=MCF&event=Search,South,Permanent ...,Professional,Information Technology,0% skills matched,13 applications,Posted 18 days ago,"$6,500to$8,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/6921a5b60d5358d57635a3efd3894e90/thales-solutions-asia.jpg
JCDECAUX OUT OF HOME ADVERTISING PTE. LTD.,Data Analyst,https://www.mycareersfuture.gov.sg/job/admin/data-analyst-jcdecaux-home-advertising-d46193ba7613c53ad745da9b578e326e?source=MCF&event=Search,Central,Full Time,Executive,Admin / Secretarial ...,0% skills matched,66 applications,Posted 18 days ago,"$4,500to$5,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/e9c14d87ee4391c9d4fa18751dfe571b/jcdecaux-home-advertising.jpg
RECRUIT EXPRESS PTE LTD,Data Scientist #IAC,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-iac-recruit-express-f60b7240c932110ab240773890ea36a0?source=MCF&event=Search,Central,Contract ...,Executive,Information Technology,0% skills matched,10 applications,Posted 19 days ago,"$5,500to$6,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
CHARMELIS CONSULTING PTE. LTD.,Data Strategy Consultant,https://www.mycareersfuture.gov.sg/job/information-technology/data-strategy-consultant-charmelis-consulting-d37e094f39ee6706d4bf79549a13e7a9?source=MCF&event=Search,Islandwide,Full Time,Professional,Information Technology,0% skills matched,29 applications,Posted 19 days ago,"$10,000to$12,000",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC"
RECRUIT EXPRESS PTE LTD,Data Scientist (Strong Mathematical Background / Up to 6.5k / Optimization Models),https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-recruit-express-93badba9c59f0043eb1158f1b7c76eab?source=MCF&event=Search,Central,Contract,Junior Executive,Information Technology,0% skills matched,15 applications,Posted 19 days ago,"$6,000to$6,500",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
NANYANG TECHNOLOGICAL UNIVERSITY,Visiting Professor,https://www.mycareersfuture.gov.sg/job/education-training/visiting-professor-nanyang-technological-university-ec082130392ab1ead301783e6cf1de1a?source=MCF&event=Search,West,Full Time,Professional,Education And Training,0% skills matched,3 applications,Posted 19 days ago,"$14,400to$19,800",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/d98636fc895b7f25f5aabb95fe073917/nanyang-technological-university.jpg
RECRUIT EXPRESS PTE LTD,"[ No Need Experience , Training Provided ] Medical Technologist ( Bioinformatics ) [ Degree / Minor in Computational Biology - Public Sector ] UP $5K #HYT",https://www.mycareersfuture.gov.sg/job/healthcare/need-experience-training-provided-medical-technologist-degree-minor-computational-biology-public-sector-5k-hyt-recruit-express-0628ecd87960d641d5b34cad65c7d781?source=MCF&event=Search,Central,Permanent ...,Fresh/Entry Level,Healthcare / Pharmaceutical ...,0% skills matched,19 applications,Posted 19 days ago,"$3,700to$5,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
RECRUIT EXPRESS PTE LTD,Medical Technologist ( Bioinformatics ) [ Degree / Minor in Computational Biology - Public Sector ] UP $5K #HYT,https://www.mycareersfuture.gov.sg/job/healthcare/medical-technologist-degree-minor-computational-biology-public-sector-5k-hyt-recruit-express-7824bbcab00ba01024a8c19b2ef4a65e?source=MCF&event=Search,Central,Permanent ...,Fresh/Entry Level,Healthcare / Pharmaceutical ...,0% skills matched,4 applications,Posted 19 days ago,"$3,700to$5,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
RECRUIT EXPRESS PTE LTD,Medical Technologist ( Bioinformatics ) [ Degree / Minor in Bioinformatics - Public Sector ] UP $5K #HYT,https://www.mycareersfuture.gov.sg/job/healthcare/medical-technologist-degree-minor-bioinformatics-public-sector-5k-hyt-recruit-express-b6eeaaea0b2faf2fece96375ced105c7?source=MCF&event=Search,Central,Permanent ...,Fresh/Entry Level,Healthcare / Pharmaceutical ...,0% skills matched,4 applications,Posted 19 days ago,"$3,700to$5,000",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/264d8aeb5b369c0a7176c2c6a18c8ff4/recruit-express.jpg
NATIONAL HEART CENTRE OF SINGAPORE PTE LTD,Research Officer (Ref:NHCS / RO / JY),https://www.mycareersfuture.gov.sg/job/healthcare/research-officer-national-heart-centre-singapore-8fbd1d6ab3b68289b19d47861cf1adf5?source=MCF&event=Search,South,Contract,Executive,Healthcare / Pharmaceutical ...,0% skills matched,8 applications,Posted 19 days ago,"$3,300to$6,600",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC"
CAPITALAND BUSINESS SERVICES PTE. LTD.,"Executive, Data Engineer",https://www.mycareersfuture.gov.sg/job/information-technology/executive-data-engineer-capitaland-business-services-f88f1c39675c36e23ea447d4cc11fca4?source=MCF&event=Search,Central,Permanent,Executive,Information Technology,0% skills matched,18 applications,Posted 19 days ago,"$4,800to$5,800",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/d7fab0892e386b30b16d2297bde4fe06/capitaland-business-services.jpg
DYNAMIC HUMAN CAPITAL PTE. LTD.,"Assistant Manager, Data Analyst (L&D)",https://www.mycareersfuture.gov.sg/job/healthcare/assistant-manager-data-analyst-dynamic-human-capital-d9e7368203b29d46edee65302ba9d04c?source=MCF&event=Search,Central,Permanent ...,Professional,Healthcare / Pharmaceutical ...,0% skills matched,61 applications,Posted 19 days ago,"$5,800to$7,800",Monthly,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJYAAACWCAMAAAAL34HQAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAAFpQTFRF////4uLi5eXl4+Pj7u7u5OTk6+vr5+fn5ubm6enp6Ojo7e3t6urq7Ozs+fn57+/v+vr6+Pj48PDw8fHx+/v7/v7+/Pz88/Pz9vb29/f39PT0/f398vLy9fX1z9zSPQAABRhJREFUeNrs21ubgioUBuAZNRDENEs7WP//b+5cCwsIjbbItPfDdzUXmW+oi5Pz8xMTExMTExMTExMT87/PhW5ck2RtKNX195PwQK7u97Ncw7COH7L4d7JoSNYmT94lT8K3VvPTvs0hPMvlRm7Ds/bOz2xkRVZkRVZk/ZdYJzjZ8TtY9e2CORVwMnK6qDm3f8E6s3ejqqSxHLYyy2n0Thsz1bqs0++SrMVq069kXX6/klXCt+dZlU2lKv+AJeDbt7OfIeFZeMrD7GfwocuOWvYBWPOtlcFn6pB1y511Clnl/58s9o2sNP171vbllk+/gbXfaTkNqlQEYe1zyNHGMjOoUnrSc1ay88bCUeBv5cBKn1FWU8dlJgipPbGwnptj+cxRleiqPOd9YJaLilJ6DcpK51T5U0ULr6zGxuIEs3FX0cwPK5thjZ8RwCHmqExmHOpnPlkHrEmdjXXWWN2b7+2BVYXrfJC1ffO9h0HFv45VD6qvZPEgrLEvIY4s7o/Vdv09XWtj3XqM1lrb8/0JOeNUoMfnBQ+uuUdWg8XIWk7TBMsTlit5BIVahQXlhuWq98+aq1t6EZVHMGDhzzhhEV2BNdP5GJVdHiF01vD4KSy2OsvsbzTWVbKozmKrs156QfUi5rK1oLA/LyLzxpq4t5AzbiSarZXn2FpnqrYWY2zt1gLWrYX60AqV1R26rjugpB3+7mRnefDJ6uvDPXVvYz3Kqcqa7hN9siaqPLDOKitxYzVhWYkTS4iwrMSJJcKy4IF8zxL+WF0N6Sysx01eurGER9Z03dpsWAkpqMqqt0PwZ/Twd936Z1VTrJcJzljloYTKKg/9DetXY72U09dplzyCAEtWeVCpLLJfk1VZJoMa6yhZg0o8WSQQS5miqiwuWUxnEW8s+y1fWdYYFBbnV4X1uIjEHwsHzfbWOm4xIldYAiY4V0trEY+sHsYA5hQDWMm4WFWorINS53osej/+WRO7GHAFxypfAuvdiloYVmKwqBvrui4rMVjUjVWuy0oMFnVjlb5YNSwVn4wNs8ZgUTdW6Y2FQ5i0mWMV1I1V+mNV1sk+snY2FhYUOcXo1ClG6ZHVTLLy3MoqoIRi57ODbpD0AVm5weKSVSqsM6hWZF1NVq6z7v2N1loXbC0oVeUKLBweb8xbPtdZXGcJsTZrT5Xx0xSL6yyhs5SLWBQLWfOPu87KVBaBCY4cQRisYikrdWBRK2u7Mxcpt3KKMagWse6303sW1VnsbTktFrJSFxbVWWx1VjrDakcW1VksJAtXYTnO9jDYDzZUZ7GgrN3rBOemlI0Hi4VlbV8nOCcLq/oTljbtUlj8T1n6JuqTxXWWcGMdPbHuHrzpuc7iOku4sbJlrM3IGnYk8B9TbhqL6yzhxMqyRax7I0nWc0fi5wwdjmRxjQVLRO9Z2TLW5sFSNkrkvtICVraMtZlk0SWsbhmrnGJBrXqyGNNZh69gMYNFwrLGbSWDxQwWCcvKDRZ21XtmsEgYViJZuc7iHFlXnaUMjafTLmclCfz2Wn3T7QyVXWU9Jm24cnU8Xqy5YY6LWfdbqn6yHq3FdZbQWbDyITcQ1OgvBH3MwnEAw73mZOhOCC6KcjyXgFpFivtJMwK9YCHfPCrdVVm1xzjz2PQrari3q49ThQwxm2pW9cxn1d3+Mph/VfMZK5DKnSVmVNyuIvOqbCbOe9bla9s8JzxWjcViewvPmn+9EB4TExMTExMTExMTE+OYfwQYANBtmWye3RQaAAAAAElFTkSuQmCC"
ALPS PTE. LTD.,Assistant Manager (Data & Digitalization),https://www.mycareersfuture.gov.sg/job/information-technology/assistant-manager-alps-dfe27b72098990be84a37ed0614149ac?source=MCF&event=Search,South,Permanent ...,Manager,Information Technology,0% skills matched,37 applications,Posted 19 days ago,"$6,000to$7,800",Monthly,https://static.mycareersfuture.gov.sg/images/company/logos/b279c0775157102ac9b6a4a455b970a9/alps.png
